Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
11110,6YUUQapDEqBF1yP3iHlsut,Craig David,Rewind - The Collection,Insomnia,60,207306,False,0.62,0.884,1,-4.127,1,0.0441,0.00595,1.1e-06,0.201,0.594,125.39,4,british
11118,3Am0IbOxmvlSXro7N5iSfZ,The Beatles,Magical Mystery Tour (Remastered),Strawberry Fields Forever - Remastered 2009,69,247320,False,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,4,british
11124,7DD7eSuYSC5xk2ArU62esN,The Beatles,Help! (Remastered),Help! - Remastered 2009,70,139560,False,0.534,0.725,6,-7.576,0,0.0332,0.188,0.0,0.0994,0.763,95.003,4,british
11128,5GjPQ0eI7AgmOnADn1EO6Q,The Beatles,Revolver (Remastered),Eleanor Rigby - Remastered 2009,69,126533,False,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,4,british
11154,7fex2V7RzWl9nCKyILjibB,Jessie Ware,Tough Love (Deluxe),Say You Love Me,62,257483,False,0.387,0.413,7,-8.95,1,0.0559,0.162,1.56e-05,0.262,0.249,173.73,3,british
11159,65vdMBskhx3akkG9vQlSH1,The Beatles,A Hard Day's Night (Remastered),And I Love Her - Remastered 2009,68,149693,False,0.767,0.331,1,-10.777,0,0.0337,0.64,0.0,0.0681,0.636,113.312,4,british
11166,4dkoqJrP0L8FXftrMZongF,The Beatles,Let It Be (Remastered),Across The Universe - Remastered 2009,66,228133,False,0.257,0.412,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,4,british
11167,4joiWvli4qJVEW6qZV2i2J,The Beatles,With The Beatles (Remastered),All My Loving - Remastered 2009,68,127853,False,0.416,0.563,1,-8.724,0,0.0298,0.207,0.0,0.343,0.9,77.56,4,british
11168,25yQPHgC35WNnnOUqFhgVR,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Lucy In The Sky With Diamonds - Remastered 2009,68,208466,False,0.311,0.325,2,-9.042,1,0.0283,0.0469,0.0,0.139,0.668,65.09,1,british
11173,77oU2rjC5XbjQfNe3bD6so,The Rolling Stones,Some Girls,Beast Of Burden - Remastered 1994,73,265173,False,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,4,british
11178,6nLvaCZFR1wEzW3sIKpsnr,Amy Winehouse,Back To Black (Deluxe Edition),"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",75,233733,False,0.772,0.371,5,-5.743,0,0.0348,0.744,0.0,0.167,0.684,96.574,4,british
11188,52dm9op3rbfAkc1LGXgipW,The Rolling Stones,Sticky Fingers (Remastered),Wild Horses - 2009 Mix,69,341773,False,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,4,british
11203,349eMAQNz3QBhlrdoXMO0C,Jessie Ware,Fifty Shades Of Grey (Original Motion Picture Soundtrack),"Meet Me In The Middle - From The ""Fifty Shades Of Grey"" Soundtrack",53,308306,False,0.686,0.286,9,-9.603,0,0.0295,0.564,0.209,0.135,0.283,122.983,3,british
11208,09x9v1o51dbqi5H0u7UGfp,The Beatles,The Beatles (Remastered),I Will - Remastered 2009,63,105933,False,0.631,0.387,5,-11.529,1,0.0262,0.742,0.000406,0.0822,0.832,103.11,4,british
11216,2mxByJWOajjiVsLWjNXvDJ,The Beatles,Abbey Road (Remastered),Oh! Darling - Remastered 2009,67,207240,False,0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,3,british
11223,2RnPATK99oGOZygnD2GTO6,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),With A Little Help From My Friends - Remastered 2009,66,164106,False,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,4,british
11232,3VbGCXWRiouAq8VyMYN2MI,The Beatles,Please Please Me (Remastered),Love Me Do - Remastered 2009,68,141693,False,0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997,4,british
11264,1zusIxNqJu8i4g6P6hJ2Qa,Duffy,Rockferry,Mercy,70,219920,False,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,4,british
11269,01SfTM5nfCou5gQL70r6gs,The Beatles,Abbey Road (Remastered),Golden Slumbers - Remastered 2009,64,91760,False,0.419,0.152,0,-12.126,1,0.0277,0.326,0.0034,0.113,0.239,80.608,4,british
11274,3hJLKtTpgct9Y9wKww0BiR,The Rolling Stones,Some Girls,Miss You - Remastered,69,288666,False,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,4,british
11276,0hKRSZhUGEhKU6aNSPBACZ,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),A Day In The Life - Remastered 2009,64,337413,False,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,4,british
11280,2CTOa3CEBts3p1NyTVLTXU,Laura Marling,I Speak Because I Can,What He Wrote,58,247123,False,0.458,0.0987,9,-16.021,0,0.0376,0.948,0.00954,0.109,0.349,139.987,3,british
11287,1NrbnHlR2BFREcyWXHIHip,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),When I'm Sixty Four - Remastered 2009,63,157666,False,0.704,0.241,1,-13.258,1,0.0476,0.625,2.8e-05,0.0868,0.661,140.411,4,british
11289,6ek9SiEj5a65WIs2EV7qiM,Dusty Springfield,Dusty In Memphis,Son Of A Preacher Man,73,148053,False,0.404,0.43,4,-12.327,1,0.224,0.538,0.0,0.0802,0.641,180.061,4,british
11292,5SUlhldQJtOhUr2GzH5RI7,The Beatles,Rubber Soul (Remastered),Nowhere Man - Remastered 2009,63,163693,False,0.534,0.624,4,-9.589,1,0.0462,0.00797,0.0,0.128,0.687,121.402,4,british
11320,4h5m56ExHLPUC9NGz7U1Qa,Paolo Nutini,Sunny Side Up,Candy,69,298693,False,0.612,0.601,7,-7.809,1,0.0421,0.373,0.0,0.156,0.368,125.164,4,british
11332,0Y1fueUFu8jQtUxdUmOojf,Alexi Murdoch,Four Songs,Orange Sky,59,379520,False,0.685,0.15,2,-20.543,1,0.039,0.797,0.0461,0.1,0.125,124.956,4,british
11335,0suLngfo7rJoetk7Ub6N8l,The Beatles,Abbey Road (Remastered),Octopus's Garden - Remastered 2009,63,170720,False,0.626,0.512,1,-9.15,0,0.0247,0.155,4.65e-05,0.215,0.73,92.225,4,british
11337,2iXBZ32Fz5VDCLeE0JIdX5,Leona Lewis,Spirit,Better in Time,67,234173,False,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,4,british
11358,1kDkaFlmkdEZiVUogaP9OZ,The Beatles,Revolver (Remastered),For No One - Remastered 2009,62,119813,False,0.483,0.351,1,-10.487,0,0.0278,0.783,0.0,0.115,0.713,81.208,4,british
11394,4MLBqAEzNN89o2M9h92Z26,The Beatles,Let It Be (Remastered),Get Back - Remastered 2009,66,189386,False,0.761,0.592,2,-9.836,1,0.0586,0.492,0.00626,0.61,0.332,123.095,4,british
11412,5yGVHzJ2Se8pDzR7FIYUlU,Michael Kiwanuka,Home Again (Deluxe Version),Home Again,65,209919,False,0.564,0.32,9,-11.473,0,0.0306,0.706,0.0,0.123,0.266,85.891,4,british
11413,3Z25k4ZF6QENy2d9YatsM5,The Beatles,Abbey Road (Remastered),I Want You (She's So Heavy) - Remastered 2009,61,467320,False,0.37,0.515,2,-9.487,0,0.0321,0.0233,0.205,0.0966,0.42,115.732,4,british
11417,3MtP9T0WF4xbIo8vqHYeXM,Dusty Springfield,Dusty... Definitely,Spooky,66,164173,False,0.752,0.445,4,-12.725,0,0.0338,0.5,0.0,0.0912,0.964,106.283,4,british
11422,5bc0M2DQIgkubfWtvGZZ8d,Marsha Ambrosius,Late Nights & Early Mornings,Your Hands,34,209573,False,0.346,0.288,8,-9.875,1,0.0371,0.774,0.0,0.119,0.077,88.216,4,british
11428,6Pq9MmkDQYZiiCDpxnvrf6,The Beatles,Magical Mystery Tour (Remastered),I Am The Walrus - Remastered 2009,62,275866,False,0.401,0.556,2,-10.532,1,0.0513,0.0828,0.000359,0.589,0.654,85.206,4,british
11431,45WX2cfbL8bCIqv3rOq1G3,The Beatles,Beatles For Sale (Remastered),I'll Follow The Sun - Remastered 2009,60,108853,False,0.689,0.313,0,-10.073,1,0.0366,0.789,0.0,0.144,0.625,133.754,4,british
11432,1Dg4dFJr3HW7sbA7vPejre,The Beatles,Beatles For Sale (Remastered),Eight Days A Week - Remastered 2009,64,163600,False,0.652,0.583,9,-7.811,1,0.038,0.412,0.0,0.119,0.744,138.134,4,british
11433,1hIQPCM3oWXrpnXmgTDaKG,The Rolling Stones,Sticky Fingers (Remastered),Can't You Hear Me Knocking - 2009 Mix,64,436000,False,0.545,0.757,0,-5.228,1,0.0396,0.408,0.045,0.16,0.714,152.217,4,british
11434,4hq0S6wznq7SHDyMOFXL9i,The Rolling Stones,Exile On Main Street (2010 Re-Mastered),Tumbling Dice,64,226333,False,0.615,0.91,11,-4.248,1,0.0347,0.5,0.511,0.281,0.77,111.013,4,british
11435,50xwQXPtfNZFKFeZ0XePWc,The Beatles,Revolver (Remastered),Yellow Submarine - Remastered 2009,61,158880,False,0.604,0.549,1,-9.873,1,0.0389,0.531,0.0,0.438,0.696,111.398,4,british
11436,3SdingSsFcZDZAyvcJbgAw,The Beatles,A Hard Day's Night (Remastered),Can't Buy Me Love - Remastered 2009,65,131866,False,0.483,0.677,0,-5.91,1,0.0593,0.283,0.0,0.321,0.842,170.72,4,british
11437,4OTw5splgMdlYklwHMHxLK,The Hollies,Distant Light (Expanded Edition),Long Cool Woman (In a Black Dress) - 1999 Remaster,71,199200,False,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,4,british
11451,3uvsVUrAaGQJCTEUR1S3Sx,WILDES,Bare,Bare,44,242060,False,0.523,0.422,3,-10.385,0,0.027,0.783,0.00514,0.0898,0.145,129.876,4,british
11454,7reNqRVI0aEGua98efgJta,The Maccabees,Given To The Wild,Grew Up At Midnight,39,240626,False,0.318,0.465,0,-9.526,1,0.0368,0.0116,0.000676,0.115,0.155,155.008,4,british
11471,0vZ97gHhemKm6c64hTfJNA,The Beatles,Magical Mystery Tour (Remastered),"Hello, Goodbye - Remastered 2009",63,208840,False,0.479,0.733,0,-8.753,1,0.0256,0.306,2.4e-05,0.414,0.806,99.307,4,british
11474,6tQvjqDIK9GXWIC6mejms8,The Beatles,Rubber Soul (Remastered),Girl - Remastered 2009,60,151720,False,0.699,0.294,5,-13.205,0,0.0294,0.587,0.0,0.117,0.893,96.615,4,british
11475,7AL6qzIDHIX7pEUWrzNiIs,Donovan,The Hurdy Gurdy Man,Hurdy Gurdy Man,58,193466,False,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,4,british
11487,6yLIqXX9edg1x0HZS7cZEv,The Hollies,Hollies,The Air That I Breathe - 2008 Remaster,66,257106,False,0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,0.246,167.792,4,british
11488,788U1Sqej9M6c4iikuDGxO,The Beatles,Help! (Remastered),I've Just Seen A Face - Remastered 2009,60,125040,False,0.647,0.56,9,-8.809,1,0.0387,0.723,0.0,0.118,0.913,120.418,3,british
11516,1hgvykolO4kBIEozATmpyj,The Beatles,A Hard Day's Night (Remastered),If I Fell - Remastered 2009,61,139466,False,0.665,0.31,2,-8.928,1,0.0278,0.68,0.0,0.0877,0.568,108.211,4,british
11529,3Umg8CDhO8dOSj7yBTInYb,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Within You Without You - Remastered 2009,53,304666,False,0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,4,british
11535,5eZrW59C3UgBhkqNlowEID,The Beatles,Abbey Road (Remastered),Carry That Weight - Remastered 2009,59,96466,False,0.543,0.458,0,-8.976,1,0.0274,0.226,0.00663,0.298,0.704,84.319,4,british
11538,3UDmHZcBTQp8Iu8droNtUl,The Beatles,The Beatles 1967 - 1970 (Remastered),Revolution - Remastered 2009,63,205293,False,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,4,british
11541,2S8xyNRJX1XQdo3qnTuovI,The Beatles,Abbey Road (Remastered),Maxwell's Silver Hammer - Remastered 2009,58,207920,False,0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,4,british
11594,0JBvtprXP2Z0LP3jmzA7Xp,The Beatles,Magical Mystery Tour (Remastered),"Baby, You're A Rich Man - Remastered 2009",53,181306,False,0.619,0.625,7,-9.635,1,0.036,0.0119,1.05e-06,0.152,0.467,96.751,4,british
11596,5NQYyej46WQkgCbnzGD21W,The Beatles,The Beatles (Remastered),Dear Prudence - Remastered 2009,59,235773,False,0.388,0.529,7,-10.533,1,0.0436,0.16,0.0681,0.108,0.332,150.721,4,british
11651,0UzsDmdpw0Q14KU4hieQss,Craig David,Born to Do It,Fill Me In,63,257200,False,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,4,british
11660,4H3KBBAe2Fcgv9lH6E10Oe,Patrick Doyle,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),Harry in Winter,55,174440,False,0.175,0.248,11,-16.707,0,0.0423,0.559,0.966,0.189,0.0396,110.447,3,british
11672,7Aobt67JnaF7qN8jCCKvHq,The Beatles,Please Please Me (Remastered),Do You Want To Know A Secret - Remastered 2009,60,117013,False,0.673,0.349,4,-12.414,1,0.0368,0.608,0.0,0.38,0.609,124.451,4,british
11682,71LsKf3xISiOlY1mj7FFPP,The Beatles,The Beatles (Remastered),Happiness Is A Warm Gun - Remastered 2009,58,164546,False,0.431,0.54,9,-9.6,0,0.0589,0.523,1.34e-06,0.169,0.44,139.288,4,british
11706,7vvRkLPIvfjjmCIqNxBuEZ,Soul II Soul;Caron Wheeler,Keep On Movin',Back To Life,66,228266,False,0.817,0.484,7,-11.659,1,0.143,0.0515,0.000213,0.0391,0.671,100.978,4,british
11716,6MOEQCtAWNSCmvg3SFKF5y,Donovan,Sunshine Superman,Season of the Witch,65,293933,False,0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.694,99.735,4,british
11717,5FnpXVgDOk2sLT58qM22Of,The Beatles,The Beatles (Remastered),Julia - Remastered 2009,54,176666,False,0.512,0.0953,2,-16.082,1,0.0304,0.828,0.000268,0.117,0.193,134.706,4,british
11726,3gwRWIbr5ycEVLIAXrWaw7,The Beatles,Let It Be (Remastered),I've Got A Feeling - Remastered 2009,57,217560,False,0.44,0.609,2,-8.824,1,0.0358,0.0715,0.0,0.582,0.364,165.156,4,british
11731,6okQlv5v9VaJEzoxBUAx4S,Alexi Murdoch,Four Songs,Song For You,51,257160,False,0.501,0.104,4,-25.111,1,0.0355,0.872,0.00298,0.116,0.302,154.798,4,british
11771,0CaBBQsaAiRHhiLmzi7ZRp,The Beatles,Let It Be (Remastered),Two Of Us - Remastered 2009,58,216813,False,0.726,0.702,7,-10.757,1,0.032,0.0974,3.46e-05,0.239,0.931,109.114,4,british
11776,4yYvWFUWMaKMXtoJKJnmZk,Bombay Bicycle Club,A Different Kind Of Fix,Shuffle,61,235293,False,0.627,0.959,7,-4.744,1,0.0298,0.316,0.00576,0.112,0.397,109.981,4,british
11777,70rOXPlQGVjEkboInw5EBk,Foy Vance,The Wild Swan,She Burns,56,229226,False,0.73,0.403,4,-10.146,1,0.0483,0.718,0.00242,0.0985,0.502,124.901,4,british
11780,6DzvC1VHpyTFfLBbAYBa7W,Billie Marten,Writing of Blues and Yellows (Deluxe Version),Bird,48,220640,False,0.235,0.187,6,-12.754,1,0.0347,0.988,0.00197,0.106,0.118,85.962,4,british
11782,0Ui8KPWZbJJQ2Y0CIQuVqX,The Beatles,1 (Remastered),Paperback Writer - Remastered 2015,59,138200,False,0.472,0.856,7,-6.03,1,0.0562,0.147,2.78e-06,0.595,0.841,78.696,4,british
11784,3tGhRLgcCP6SIZU3tbGl7l,The Beatles,Revolver (Remastered),Got To Get You Into My Life - Remastered 2009,59,149240,False,0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,4,british
11785,5aHHf6jrqDRb1fcBmue2kn,The Beatles,Abbey Road (Remastered),The End - Remastered 2009,56,141613,False,0.647,0.487,11,-10.119,0,0.0689,0.00101,0.285,0.138,0.222,123.444,1,british
11791,4KRgqwb4kvBuTz1utbYxfb,The Beatles,Revolver (Remastered),And Your Bird Can Sing - Remastered 2009,57,120493,False,0.555,0.65,4,-6.936,1,0.0282,0.0067,0.0491,0.236,0.966,132.59,4,british
11797,4LLBKnNCrSRrSjSTuiwjE9,The Beatles,Rubber Soul (Remastered),You Won't See Me - Remastered 2009,55,199960,False,0.488,0.539,9,-8.752,1,0.0304,0.136,0.0,0.0538,0.473,115.941,4,british
11810,7mRFJZEISSe6tuV0FdaJb2,Greg Holden,I Don't Believe You (Acoustic Version),The Lost Boy (Bonus Track),49,208729,False,0.361,0.313,7,-9.922,1,0.0305,0.812,0.0,0.301,0.257,77.844,4,british
11811,2baEFuU0gQon0hgVRioI1o,The Beatles,Please Please Me (Remastered),Anna (Go To Him) - Remastered 2009,57,177133,False,0.608,0.565,2,-11.06,1,0.0336,0.635,0.0,0.0601,0.835,109.286,4,british
11830,30V02AmDYMRvrHE4L8cZAo,The Rolling Stones,Out Of Our Heads,Play With Fire - Mono Version,55,133320,False,0.578,0.429,2,-9.601,1,0.0268,0.178,6.01e-05,0.171,0.0889,108.738,4,british
11835,3pU1CUgPiFfxPCpscwIwQR,The Beatles,A Hard Day's Night (Remastered),I Should Have Known Better - Remastered 2009,58,163080,False,0.682,0.444,7,-7.689,1,0.0289,0.257,0.0,0.115,0.91,130.704,4,british
11838,6rHh8urosEFRI67xVa6fzU,The Beatles,Magical Mystery Tour (Remastered),The Fool On The Hill - Remastered 2009,57,179106,False,0.356,0.26,4,-10.577,0,0.0314,0.913,2.1e-06,0.105,0.49,144.184,4,british
11841,6k5QsifpMWtY5ilnzBZ0u4,The Hollies,Confessions of the Mind (Expanded Edition),He Ain't Heavy He's My Brother - 1998 Remaster,61,262266,False,0.304,0.421,7,-7.769,1,0.0293,0.46,4.03e-05,0.163,0.216,75.928,4,british
11845,1ksayCHVLH4eKFm43GFokU,Peter Frampton,Frampton Comes Alive! (Deluxe Edition),"Baby, I Love Your Way - Live",64,281066,False,0.518,0.786,7,-5.739,1,0.0357,0.448,2.5e-05,0.7,0.463,72.269,4,british
11859,1DapqOfkDAQCiKnvfwKo0g,Lisa Stansfield;Ian Devaney;Andy Morris,Affection,All Around the World - Remastered,64,265760,False,0.671,0.914,1,-4.598,1,0.107,0.573,2.77e-06,0.0856,0.806,101.201,4,british
11865,2GY8VKvfP3ZtKSk1byDYb1,Nicholas Hooper,Harry Potter And The Order Of The Phoenix (Original Motion Picture Soundtrack),Dumbledore's Army,52,160253,False,0.337,0.119,7,-21.437,1,0.0382,0.793,0.794,0.161,0.209,80.265,4,british
11881,0gd50I2gKioJ59C827EdAY,The Beatles,A Hard Day's Night (Remastered),I'm Happy Just To Dance With You - Remastered 2009,55,116373,False,0.658,0.537,6,-7.535,0,0.0307,0.138,0.0,0.0572,0.887,132.115,4,british
11921,4RGxUjaCmVtD30pIhtEi7w,Donovan,Sunshine Superman,Sunshine Superman,59,195000,False,0.629,0.677,1,-7.239,1,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,4,british
11930,2BMqay80iBzZTa608Y1eG1,The Beatles,Let It Be (Remastered),I Me Mine - Remastered 2009,54,145586,False,0.291,0.638,9,-7.854,0,0.0554,0.179,0.0,0.101,0.525,185.235,3,british
11934,1hJrWWK74fKL7eeV3CFOvF,The Rolling Stones,Exile On Main Street (2010 Re-Mastered),Sweet Virginia,57,266560,False,0.477,0.74,9,-5.397,1,0.0446,0.502,1.31e-06,0.263,0.56,107.384,4,british
11955,64I0PKLFEKlcvc7fEVUGq0,Izzy Bizu,White Tiger,White Tiger - Single Version,60,180066,False,0.772,0.582,2,-5.14,0,0.0615,0.222,8.78e-05,0.108,0.319,117.856,4,british
11968,3VvsbwvnTw6NOlnCFR0nAK,Floetry,Flo'Ology,Imagination,28,394946,False,0.649,0.429,4,-11.23,0,0.0802,0.0913,0.00137,0.0319,0.465,116.515,4,british
11974,2lRDMjTOqv4a9mrIrgZYmX,Nicholas Hooper,Harry Potter And The Order Of The Phoenix (Original Motion Picture Soundtrack),Fireworks,49,105880,False,0.492,0.501,2,-13.694,1,0.0489,0.28,0.893,0.121,0.0726,99.964,4,british
11984,3LtOmWpTXLhilL5odoKysR,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Getting Better - Remastered 2009,54,168120,False,0.632,0.471,0,-7.887,1,0.0348,0.313,5.08e-06,0.0712,0.764,121.672,4,british
13704,14vexXpojwu3mG1S9fqHmL,Aaron Smith;Luvli,Dancin,Dancin - Laidback Luke Remix,20,381395,False,0.664,0.848,6,-2.382,1,0.162,0.0759,0.0332,0.106,0.359,129.056,4,chicago-house
15010,0ytvsZOerGzUWfHXVT2Sgy,RŮDE,Eternal Youth,Eternal Youth,71,205766,False,0.655,0.487,6,-7.988,1,0.033,0.0347,0.897,0.271,0.0454,139.914,4,chill
15013,3JvKfv6T31zO0ini8iNItO,Tom Odell,Long Way Down (Deluxe),Another Love,93,244360,True,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4,chill
15199,4KlL5Bwlm4yHYxr0B2rHci,Tom Odell,Long Way Down (Deluxe),Heal,74,193080,False,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,4,chill
15209,59wlTaYOL5tDUgXnbBQ3my,ODESZA,A Moment Apart,A Moment Apart,66,234244,False,0.515,0.663,7,-7.896,0,0.0328,0.179,0.668,0.494,0.0756,120.024,4,chill
15308,6oNZ0WxqptE7V0qpjtyJ4a,ODESZA;Sasha Alex Sloan,A Moment Apart,Falls (feat. Sasha Alex Sloan),57,232936,False,0.294,0.697,6,-6.029,1,0.128,0.0398,0.00011,0.136,0.183,160.566,4,chill
15510,2WWfjbHALIb3e7FMcj9mr4,ODESZA;WYNNE;Mansionair,A Moment Apart,Line Of Sight (feat. WYNNE & Mansionair),62,237140,False,0.558,0.733,8,-6.65,1,0.0693,0.0334,0.00193,0.193,0.173,89.992,4,chill
15516,3R9i4jbxzjlo7t8nToxIIN,William Singe,Stiches,Stiches,49,113142,False,0.644,0.337,1,-10.94,1,0.183,0.389,0.0,0.16,0.206,139.966,4,chill
15661,0iTpQYzJnYgh7kIxyq8A2O,Grizzly Bear,Veckatimest,Two Weeks,71,243160,False,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,4,chill
15692,1uVk6S6Fpkrmji0iTpgKEC,Tom Odell,Long Way Down (Deluxe),Long Way Down,59,149773,False,0.368,0.121,6,-13.778,1,0.0315,0.972,0.0322,0.0871,0.0956,133.148,4,chill
15814,7KT7VGnPU5QVXN3q1BOeqb,ODESZA;Naomi Wild,A Moment Apart,Higher Ground (feat. Naomi Wild),60,215130,False,0.629,0.852,1,-5.094,1,0.0521,0.0865,0.0215,0.263,0.415,104.997,4,chill
15861,5Nu5Uyoauauy9LFePYL1Z3,ODESZA,A Moment Apart,Late Night,59,228154,False,0.612,0.628,2,-6.754,1,0.0752,0.0358,0.00898,0.193,0.434,125.043,4,chill
15873,5nJzWhlrBfn3cfDLlaAgAO,Jeremy Passion,For More Than a Feeling,Lemonade - Ukulele Version,64,181504,False,0.546,0.221,2,-8.915,1,0.063,0.868,0.0,0.0994,0.593,128.144,4,chill
15898,6xjxMWGsprmtUVMDaMhgH0,Tom Odell,Long Way Down (Deluxe),Grow Old with Me,59,182720,True,0.505,0.591,7,-8.397,1,0.0302,0.799,2.46e-06,0.174,0.39,146.174,4,chill
15945,1rGxG6Y5OgmSwGPRPJv9Q4,Tom Odell,True Colours,True Colours,64,143706,False,0.518,0.126,10,-12.102,1,0.0431,0.942,0.0,0.105,0.166,75.991,4,chill
15957,4aJnMRNeuDZSQN7FaSNGtM,ODESZA,Summer's Gone,How Did I Get Here,60,131250,False,0.707,0.579,0,-6.198,0,0.0293,0.384,0.72,0.408,0.357,96.062,4,chill
16418,17i5jLpzndlQhbS4SrTd0B,Johann Sebastian Bach;Yo-Yo Ma,"Bach: Cello Suites Nos. 1, 5 & 6","Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",69,152280,False,0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,4,classical
17032,2Igc5kWSzeztCCZInea9Mf,Glee Cast,"Glee: The Music, The Complete Season Four",Teenage Dream - Acoustic,54,225346,False,0.493,0.362,2,-9.56,1,0.0385,0.738,0.0,0.0966,0.65,129.657,4,club
17043,4KLp7sKY2YCzaSQelZZjZr,Glee Cast;Jonathan Groff,"Glee: The Music, Volume 3 Showstoppers",Total Eclipse Of The Heart (Glee Cast Version) (feat. Jonathan Groff),56,264493,False,0.513,0.662,8,-6.058,1,0.0293,0.195,0.0,0.101,0.261,134.128,4,club
17059,2jJIxT6WAIVWzDo3Ou53Q0,Gesaffelstein,Aleph,Pursuit,51,247603,False,0.682,0.934,7,-4.822,1,0.0741,0.0619,0.926,0.106,0.0708,108.982,3,club
17076,5uffB0o1ruF4O5o3KOelvu,Glee Cast,Glee: The Music presents Glease,Hopelessly Devoted To You (Glee Cast Version),55,181906,False,0.61,0.53,6,-7.132,0,0.0253,0.247,0.0,0.35,0.305,110.778,3,club
17077,1REX2q4Fverp8zH7KuSeZC,Glee Cast,The Quarterback,If I Die Young (Glee Cast Version),57,221773,False,0.717,0.382,4,-7.782,1,0.036,0.83,0.0,0.0986,0.358,130.843,4,club
17135,40xf41xM6NvGX0BUzpjYOQ,Glee Cast,"Glee: The Music, The Complete Season Three",Glad You Came (Glee Cast Version),42,194666,False,0.597,0.765,7,-5.831,0,0.223,0.425,0.0,0.111,0.391,126.857,4,club
17149,0SSSffzPG01HyGPjFMgQMg,Glee Cast,"Glee: The Music, The Complete Season Two",As Long As You're There,27,256079,False,0.359,0.601,2,-5.525,1,0.0335,0.233,0.0,0.127,0.263,161.618,3,club
17186,5EQoIi5yW1h3IBT3bJSN8b,Glee Cast,Britney 2.0,Womanizer (Glee Cast Version),48,212653,False,0.619,0.84,1,-5.167,1,0.0382,0.0334,0.0,0.183,0.44,139.043,4,club
17190,2MLPCjSRpBVLoX6y2P6vJ9,Glee Cast,"Glee: The Music, We Built This Glee Club",Take Me to Church (Glee Cast Version),46,242440,False,0.469,0.649,4,-7.056,0,0.0419,0.44,0.0,0.102,0.425,129.043,3,club
17198,1JQcgccHr9uIhlj3sUtUTw,Glee Cast,"Glee: The Music, The Complete Season Two",Don't Stop,25,196933,False,0.589,0.87,7,-4.79,1,0.0321,0.0557,3e-06,0.205,0.577,120.99,4,club
17292,0LpE5tfNe15QLvQL4YDi7T,Glee Cast,"Glee: The Music, Volume 3 Showstoppers",Bad Romance (Glee Cast Version),47,294226,False,0.628,0.922,9,-4.638,0,0.0759,0.0055,3.69e-06,0.181,0.532,119.005,4,club
17389,6cNSOKvw5hYVrOCrLw8joJ,Glee Cast;Neil Patrick Harris,"Glee: The Music, Volume 3 Showstoppers",Dream On (Glee Cast Version) (feat. Neil Patrick Harris),49,274133,False,0.417,0.622,3,-4.706,1,0.0299,0.0128,2.46e-06,0.614,0.224,154.022,4,club
